TS,Track V, Car V, Car I
1609459284451,10.038041,0.061408,3.532891
1609459284617,10.038041,0.052636,3.565118
1609459284745,10.038041,0.052636,3.403982
1609459284809,10.029269,0.057022,3.500664
1609459284873,10.042427,0.052636,3.532891
1609459284937,10.038041,0.052636,3.532891
1609459285003,10.029269,0.074567,3.532891
1609459285065,10.029269,0.197383,3.532891
1609459285129,10.046814,0.157907,3.532891
1609459285193,10.029269,0.188611,3.565118
1609459285257,10.033655,0.057022,3.532891
1609459285321,10.046814,0.245633,3.565118
1609459285385,10.020496,0.188611,3.532891
1609459285450,10.029269,0.149134,3.565118
1609459285577,10.038041,0.236860,3.500664
1609459285642,10.038041,0.241246,3.565118
1609459285801,10.033655,0.210542,3.565118
1609459285865,10.042427,0.057022,3.597345
1609459285930,10.038041,0.078953,3.565118
1609459286058,10.033655,0.057022,3.565118
1609459286122,10.038041,0.057022,3.565118
1609459286186,10.038041,0.057022,3.565118
1609459286250,10.038041,0.052636,3.532891
1609459286314,10.038041,0.166679,3.565118
1609459286378,10.033655,0.057022,3.565118
1609459286444,10.059973,0.052636,3.565118
1609459286506,10.033655,0.057022,3.565118
1609459286570,10.038041,0.052636,3.565118
1609459286698,10.038041,0.214929,3.597345
1609459286762,9.981019,5.247108,4.048523
1609459286890,9.792409,5.593626,5.919707
1609459287082,9.603798,6.010598,7.692194
1609459287146,9.713455,6.036916,6.693156
1609459287274,9.994179,1.675840,1.728176
1609459287402,9.774863,4.365188,6.145296
1609459287532,9.792409,4.878659,6.048615
1609459287660,10.033655,3.018321,3.500664
1609459287788,10.020496,5.233949,3.629572
1609459287916,9.902066,3.623904,4.952895
1609459288044,9.849430,3.895854,5.468528
1609459288189,9.801182,3.952876,5.887480
1609459288316,9.818727,4.062534,5.823026
1609459288444,9.831885,4.044989,5.661891
1609459288572,10.011724,1.149484,2.533852
1609459288700,10.024882,7.642575,3.597345
1609459288828,9.902066,3.979194,4.888441
1609459288956,9.845044,3.917786,5.404074
1609459289084,9.831885,3.873923,5.726345
1609459289214,9.897680,3.496701,4.985122
1609459289343,9.827499,4.159032,5.661891
1609459289471,9.731001,4.589163,6.660929
1609459289599,9.731001,5.326061,6.628702
1609459289727,9.700296,6.054461,6.918746
1609459289855,9.801182,6.800406,5.919707
1609459289983,9.989792,1.982881,1.438132
1609459290111,10.020496,2.360376,3.726253
1609459290239,9.744160,4.457300,6.467566
1609459290367,9.700296,4.764616,6.789837
1609459290495,9.700296,5.150609,6.854291
1609459290623,9.814340,5.615831,5.694118
1609459290751,9.897680,4.365188,4.823987
1609459290945,9.700296,5.172541,6.564248
1609459291072,9.652047,5.448878,7.144335
1609459291200,9.573094,6.734337,7.724422
1609459291328,9.476596,9.375710,8.497871
1609459291457,9.660820,9.586252,6.660929
1609459291585,10.029269,6.743383,3.597345
1609459291713,9.998565,2.057448,1.373678
1609459291841,9.779250,5.251494,5.887480
1609459291969,9.726614,6.291321,6.370885
1609459292097,9.687138,6.427296,6.532021
1609459292226,9.643275,6.690474,7.015427
1609459292354,9.682751,7.278512,6.693156
1609459292482,9.568707,8.673629,7.853330
1609459292610,9.590639,9.502913,7.337697
1609459292738,9.713455,9.638888,6.370885
1609459292930,10.020496,4.909363,3.532891
1609459293058,9.849430,6.010598,5.210712
1609459293186,9.827499,6.853041,5.629663
1609459293314,9.757318,7.072356,6.306431
1609459293443,9.985406,5.440105,3.758480
1609459293571,9.976633,3.509860,3.822934
1609459293699,9.796795,4.988317,5.661891
1609459293827,9.770477,5.233949,6.048615
1609459293955,9.757318,5.620217,6.241977
1609459294083,9.691524,6.335184,6.983200
1609459294211,10.016109,2.965685,3.403982
1609459294340,9.805568,4.439755,5.823026
1609459294468,9.779250,5.216404,6.241977
1609459294597,9.792409,5.019021,5.758572
1609459294741,9.691524,5.957963,7.015427
1609459294936,9.625730,7.335534,7.659967
1609459295064,9.893293,6.642224,4.856214
1609459295193,9.967861,1.978494,1.244770
1609459295321,9.818727,4.404665,5.500755
1609459295449,9.687138,4.514596,6.757610
1609459295577,9.660820,5.361152,7.079881
1609459295705,9.643275,5.870236,7.144335
1609459295833,9.981019,4.159032,3.984070
1609459295897,9.928384,4.251144,4.501717
1609459295961,9.845044,4.821638,5.146257
1609459296025,9.906452,7.309216,4.533944
1609459296154,9.581866,5.536603,7.531059
1609459296219,9.608185,5.918486,7.337697
1609459296282,9.595025,6.747770,7.692194
1609459296346,9.573094,7.502213,7.821103
1609459296503,9.603798,9.520458,7.466605
1609459296568,9.581866,9.498527,7.531059
1609459296632,9.625730,9.546777,6.983200
1609459296696,9.967861,7.489054,3.855161
1609459296760,9.959088,2.891118,0.342412
1609459296824,9.972247,2.268264,1.083635
1609459296890,9.932771,4.404665,4.340581
1609459297018,9.739774,5.637763,6.338658
1609459297082,9.665206,6.273776,6.822064
1609459297147,9.757318,5.760579,5.823026
1609459297211,9.634502,6.510636,6.983200
1609459297275,9.678365,6.308866,6.596475
1609459297403,9.669593,7.063583,6.757610
1609459297467,9.669593,7.322375,6.757610
1609459297595,9.665206,8.160432,6.789837
1609459297763,9.643275,9.573094,7.176562
1609459297827,9.700296,9.630116,6.628702
1609459297891,9.739774,9.660820,6.338658
1609459298019,9.923998,3.387044,-0.205447
1609459298083,9.950315,2.684962,0.568002
1609459298149,9.866976,5.562922,4.952895
1609459298275,9.770477,6.352729,5.919707
1609459298339,9.748546,6.532568,6.241977
1609459298467,9.779250,6.940767,6.080842
1609459298595,9.972247,2.044289,1.405905
1609459298659,9.919611,3.992353,4.598398
1609459298724,9.836272,4.492665,5.404074
1609459298852,9.836272,5.914100,5.468528
1609459298980,9.757318,5.558536,6.435339
1609459299108,9.766091,5.466423,6.016388
1609459299236,10.011724,1.250369,2.211581
1609459299364,10.011724,5.835146,3.758480
1609459299492,9.788022,4.176578,6.177523
1609459299632,9.801182,4.808478,6.016388
1609459299760,9.766091,5.067270,6.241977
1609459299888,9.678365,5.580467,7.208789
1609459300016,9.687138,6.567658,7.144335
1609459300144,9.516072,9.410801,8.755688
1609459300272,10.020496,6.006212,3.726253
1609459300401,9.998565,1.965335,1.438132
1609459300529,9.871362,4.869887,5.178485
1609459300657,9.726614,4.790933,6.532021
1609459300785,9.673979,5.290971,7.079881
1609459300913,9.630116,6.076393,7.434378
1609459301041,10.038041,3.474770,3.532891
1609459301235,9.682751,5.861464,6.725383
1609459301361,9.586252,6.080779,7.756649
1609459301489,9.507299,7.791709,8.401190
1609459301617,9.546777,9.459050,8.046693
1609459301745,9.621343,9.524844,7.402151
1609459301873,10.029269,6.967085,3.500664
1609459301938,9.998565,2.737598,0.600229
1609459302067,9.827499,5.615831,5.532982
1609459302194,9.704683,6.422910,6.693156
1609459302322,9.695910,6.668542,6.757610
1609459302450,9.634502,6.870586,7.241016
1609459302578,9.700296,7.361852,6.757610
1609459302706,9.673979,7.862164,6.950973
1609459302834,9.546777,9.467823,8.014465
